references,GROUP_HawOL,Sample_HawOL,GeographicSetting_HawOL,Locality_HawOL,NumberPoint_HawOL,Fo_HawOL,Mnppm_HawOL,Nippm_HawOL,GROUP_MORBOL,Sample_MORBOL,GeographicSetting_MORBOL,Locality_MORBOL,NumberPoint_MORBOL,Fo_MORBOL,Mnppm_MORBOL,Nippm_MORBOL,volcano_island,Year_Haw,CITATION_Haw,SAMPLE NAME_Haw,LOCATION_Haw,FeOt_100_Haw,MgO_100_Haw,MnO_100_Haw,Ni_Haw,FeOMnO_100_Haw,GeoName_MORB,VG no#_MORB,Ocean_MORB,FeOt_MORB,MgO_MORB,MnO_MORB,Ni_MORB,FeOMnO_MORB
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-55 ,83.87,1487,2829,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-63 ,83.78,1549,2656,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-76 ,83.43,1634,2106,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-81 ,83.28,1564,2562,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-77 ,83.21,1580,2703,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-57 ,83.19,1580,2436,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-53 ,83.12,1650,2161,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-40 ,83.12,1642,2192,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-42 ,82.74,1665,2216,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-43 ,82.61,1696,2318,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-56 ,82.59,1681,2137,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-49 ,82.59,1642,2365,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-80 ,82.58,1673,2153,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-74 ,82.27,1704,2184,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-71 ,82.26,1712,2153,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-24 ,82.24,1719,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-87 ,82.23,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-84 ,82.23,1712,2090,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-47 ,82.22,1735,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-59 ,82.22,1735,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-86 ,82.22,1719,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-100 ,82.21,1727,2051,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-65 ,82.2,1719,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-98 ,82.19,1743,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-39 ,82.19,1727,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-92 ,82.18,1727,2090,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-96 ,82.16,1712,2129,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-52 ,82.16,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-37 ,82.14,1727,2035,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-28 ,82.14,1743,2027,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-95 ,82.13,1727,2098,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-13 ,82.12,1727,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-82 ,82.11,1719,2027,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-690-4.0,Hawaii,"Mauna Kea, HSDP2",SR690-41 ,82.02,1743,2035,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-101 ,89.08,1100,3481,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-23 ,88.95,1107,3607,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-75 ,87.48,1255,3575,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-3 ,87.44,1177,3489,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-52 ,86.29,1270,3332,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-1 ,84.69,1410,3127,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-30 ,83.41,1549,2436,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-31 ,83.28,1595,2695,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-56 ,83.03,1619,2554,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-36 ,83.02,1688,2145,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-11 ,82.95,1665,2145,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-8 ,82.93,1688,2137,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-17 ,82.89,1688,2114,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-22 ,82.65,1704,2106,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-2 ,82.64,1673,2122,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-86 ,82.43,1688,2279,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-93 ,82.38,1719,2137,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-47 ,82.37,1735,2090,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-92 ,82.35,1712,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-69 ,82.35,1727,2106,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-77 ,82.34,1727,2051,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-91 ,82.32,1719,2098,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-76 ,82.31,1735,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-95 ,82.31,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-79 ,82.31,1727,2184,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-70 ,82.3,1719,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-24 ,82.3,1719,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-62 ,82.29,1719,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-25 ,82.29,1743,2051,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-89 ,82.29,1719,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-88 ,82.28,1727,2035,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-84 ,82.27,1735,2082,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-45 ,82.26,1712,2129,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-10 ,82.26,1727,2090,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-63 ,82.26,1735,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-4 ,82.26,1743,2082,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-5 ,82.25,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-16 ,82.25,1735,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-6 ,82.25,1719,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-82 ,82.25,1735,2043,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-66 ,82.24,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-81 ,82.24,1750,2090,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-51 ,82.24,1727,2090,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-65 ,82.24,1743,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-97 ,82.23,1743,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-28 ,82.23,1743,2043,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-46 ,82.23,1735,2035,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-60 ,82.22,1735,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-38 ,82.22,1719,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-32 ,82.22,1727,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-57 ,82.22,1727,2043,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-98 ,82.22,1743,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-94 ,82.22,1727,2090,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-53 ,82.22,1712,2043,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-73 ,82.21,1719,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-80 ,82.21,1735,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-20 ,82.21,1735,2035,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-18 ,82.21,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-103 ,82.21,1743,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-50 ,82.2,1735,2043,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-55 ,82.2,1727,2035,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-102 ,82.2,1719,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-100 ,82.2,1735,2051,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-48 ,82.2,1727,2122,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-59 ,82.19,1735,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-35 ,82.19,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-33 ,82.19,1743,2027,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-64 ,82.18,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-90 ,82.18,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-29 ,82.18,1743,2004,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-14 ,82.18,1743,2027,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-41 ,82.18,1750,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-74 ,82.17,1727,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-49 ,82.17,1727,2090,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-43 ,82.17,1719,2051,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-85 ,82.17,1743,2051,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-67 ,82.17,1727,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-96 ,82.16,1735,2027,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-21 ,82.16,1735,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-72 ,82.16,1735,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-58 ,82.15,1727,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-34 ,82.15,1735,2035,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-83 ,82.14,1704,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-42 ,82.13,1727,2082,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-39 ,82.11,1735,2043,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-7 ,82.1,1743,2051,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-99 ,82.08,1735,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-71 ,82.06,1743,2067,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-61 ,82.05,1735,2098,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-12 ,81.98,1750,2035,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-9 ,81.95,1750,2004,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-68 ,81.92,1758,2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-15 ,81.92,1750,2074,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-40 ,81.92,1766,2043,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-87 ,81.91,1750,2019,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-13 ,81.89,1773,2012,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-44 ,81.87,1735,2059,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-54 ,81.85,1766,1964,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-27 ,81.76,1789,2027,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-78 ,81.71,1797,2043,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-694-3.0-3.2,Hawaii,"Mauna Kea, HSDP2",SR694-19 ,81.23,1812,2004,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-13 ,89.56,1100,3292,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-4 ,89.55,1076,3300,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-15 ,89.53,1100,3300,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-87 ,89.47,1100,3300,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-2 ,89.44,1107,3795,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-23 ,89.38,1123,3748,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-20 ,89.37,1131,3772,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-45 ,89.04,1146,3198,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-79 ,88.73,1169,3143,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-50 ,88.71,1169,3104,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-93 ,88.48,1177,3049,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-88 ,88.43,1185,3072,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-81 ,88.43,1185,3010,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-96 ,88.39,1200,3065,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-83 ,88.39,1193,3041,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-82 ,88.38,1193,3143,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-36 ,88.36,1200,3104,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-27 ,88.36,1185,3120,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-85 ,88.35,1185,3096,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-39 ,88.34,1177,3057,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-65 ,88.33,1193,3143,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-80 ,88.31,1177,3135,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-22 ,88.29,1200,3135,,,,,,,,,,,,,,,,,,,,,,,,,,
,WPM-THICK,SR-930-9.1,Hawaii,"Mauna Kea, HSDP2",SR930-77 ,88.28,1193,3120,,,,,,,,,,,,,,,,,,,,,,,,,,
